id,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
3,1,1,1,http://c.biomart.cn,c.biomart.cn,1,c.biomart.cn,106.75.48.135,1,1,80,200,OK,丁香通科学研究院,nginx,106.75.32.0/19,AS4808,China Unicom,中国北京北京市,电信,IP138Query
5,1,1,1,https://c.biomart.cn,c.biomart.cn,1,c.biomart.cn,106.75.48.135,1,1,443,200,OK,丁香通科学研究院,nginx,106.75.32.0/19,AS4808,China Unicom,中国北京北京市,电信,IP138Query
4,1,1,1,http://eclub.biomart.cn,eclub.biomart.cn,1,c.biomart.cn,106.75.48.135,1,1,80,200,OK,丁香通品牌俱乐部,nginx,106.75.32.0/19,AS4808,China Unicom,中国北京北京市,电信,IP138Query
6,1,1,1,https://eclub.biomart.cn,eclub.biomart.cn,1,c.biomart.cn,106.75.48.135,1,1,443,200,OK,丁香通品牌俱乐部,nginx,106.75.32.0/19,AS4808,China Unicom,中国北京北京市,电信,IP138Query
1,1,1,1,http://vclub.biomart.cn,vclub.biomart.cn,1,c.biomart.cn,106.75.48.135,1,1,80,200,OK,'',nginx,106.75.32.0/19,AS4808,China Unicom,中国北京北京市,电信,IP138Query
2,1,1,1,https://vclub.biomart.cn,vclub.biomart.cn,1,c.biomart.cn,106.75.48.135,1,1,443,200,OK,'',nginx,106.75.32.0/19,AS4808,China Unicom,中国北京北京市,电信,IP138Query
7,1,1,1,https://www.biomart.cn,www.biomart.cn,2,www.biomart.cn,81.69.153.67,1,0,443,200,,丁香通-专业的科研采购信息和实验资讯平台,nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,Finder
8,1,1,1,http://www.biomart.cn,www.biomart.cn,2,www.biomart.cn,81.69.153.67,1,0,80,200,,丁香通-专业的科研采购信息和实验资讯平台,nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,Finder
14,1,1,1,https://3g.dxy.cn,3g.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,0,443,200,OK,丁香园 - 医学交流社区，分享临床经验、病例讨论、考试科研、求职晋升经验,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
32,1,1,1,http://3g.dxy.cn,3g.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,0,80,200,OK,丁香园 - 医学交流社区，分享临床经验、病例讨论、考试科研、求职晋升经验,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
54,1,1,1,https://ai.sim.dxy.cn,ai.sim.dxy.cn,2,sim.dxy.cn,123.59.68.161,1,0,443,403,Forbidden,403 Forbidden,nginx,123.59.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
63,1,1,1,http://ai.sim.dxy.cn,ai.sim.dxy.cn,2,sim.dxy.cn,123.59.68.161,1,0,80,403,Forbidden,403 Forbidden,nginx,123.59.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
50,1,1,1,http://api.dxy.cn,api.dxy.cn,1,pm3s0a04.e0.sched.ovscdns.com,23.236.99.89,1,1,80,200,OK,丁香园_医疗领域的连接者_丁香园生物医药科技网,nginx,23.236.99.0/24,AS21859,ZNET,美国德克萨斯达拉斯,层峰网络,MySSLQuery
66,1,1,1,https://api.dxy.cn,api.dxy.cn,1,pm3s0a04.e0.sched.ovscdns.com,23.236.99.89,1,1,443,200,OK,丁香园_医疗领域的连接者_丁香园生物医药科技网,nginx,23.236.99.0/24,AS21859,ZNET,美国德克萨斯达拉斯,层峰网络,MySSLQuery
99,1,1,1,https://apisim.dxy.cn,apisim.dxy.cn,1,"apisim.dxy.cn,apisim.dxy.cn","193.112.52.206,115.159.98.109","1,1",1,443,200,OK,'',nginx,"193.112.32.0/19,115.159.0.0/17","AS45090,AS45090","Shenzhen Tencent Computer Systems Company Limited,Shenzhen Tencent Computer Systems Company Limited","中国广东省广州市,中国上海上海市","电信,电信",QianXunQuery
138,0,0,1,http://apisim.dxy.cn,apisim.dxy.cn,1,"apisim.dxy.cn,apisim.dxy.cn","193.112.52.206,115.159.98.109","1,1",0,80,,"(MaxRetryError(""HTTPConnectionPool(host='apisim.dxy.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001D70730E170>, 'Connection to apisim.dxy.cn timed out. (connect timeout=13)'))""),)",,,"193.112.32.0/19,115.159.0.0/17","AS45090,AS45090","Shenzhen Tencent Computer Systems Company Limited,Shenzhen Tencent Computer Systems Company Limited","中国广东省广州市,中国上海上海市","电信,电信",QianXunQuery
11,1,1,1,https://app.dxy.cn,app.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,1,443,200,OK,丁香无线,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
22,1,1,1,http://app.dxy.cn,app.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,1,80,200,OK,丁香无线,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
13,1,1,1,https://auth.dxy.cn,auth.dxy.cn,1,qzhczqjd.e0.sched.ovscdns.com,23.236.99.89,1,1,443,200,,登录,nginx,23.236.99.0/24,AS21859,ZNET,美国德克萨斯达拉斯,层峰网络,MySSLQuery
20,1,1,1,http://auth.dxy.cn,auth.dxy.cn,1,qzhczqjd.e0.sched.ovscdns.com,23.236.99.89,1,1,80,200,,登录,nginx,23.236.99.0/24,AS21859,ZNET,美国德克萨斯达拉斯,层峰网络,MySSLQuery
